task_name,query,run,model_name,image_path,ground_truth,raw_answer,time_ms
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",1,LLaMA,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_3f1cf6c6-b526-4ffa-9c25-38c249cf4cc6.jpg,16.0,"user

Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.assistant

25.",8718.897104263306
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",1,GeminiProVision,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_3f1cf6c6-b526-4ffa-9c25-38c249cf4cc6.jpg,16.0,"27
",5630.241394042969
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",1,Gemini1_5Flash,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_3f1cf6c6-b526-4ffa-9c25-38c249cf4cc6.jpg,16.0,"35
",5372.6966381073
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",2,CustomLLaMA,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_3f1cf6c6-b526-4ffa-9c25-38c249cf4cc6.jpg,16.0,"user
Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.
assistant

8.0",524.5401859283447
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",2,gpt4o,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_3f1cf6c6-b526-4ffa-9c25-38c249cf4cc6.jpg,16.0,48,6040.53521156311
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",2,LLaMA,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_3f1cf6c6-b526-4ffa-9c25-38c249cf4cc6.jpg,16.0,"user

Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.assistant

48",8681.434869766235
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",2,GeminiProVision,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_3f1cf6c6-b526-4ffa-9c25-38c249cf4cc6.jpg,16.0,"28
",5640.429735183716
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",2,Gemini1_5Flash,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_3f1cf6c6-b526-4ffa-9c25-38c249cf4cc6.jpg,16.0,"30
",5455.118179321289
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",3,CustomLLaMA,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_3f1cf6c6-b526-4ffa-9c25-38c249cf4cc6.jpg,16.0,"user
Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.
assistant

6.0",521.1968421936035
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",3,gpt4o,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_3f1cf6c6-b526-4ffa-9c25-38c249cf4cc6.jpg,16.0,28,6381.280183792114
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",3,LLaMA,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_3f1cf6c6-b526-4ffa-9c25-38c249cf4cc6.jpg,16.0,"user

Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.assistant

**Step 1: Estimate the block's vertical position**

The block is positioned at approximately 40.

**Step 2: Answer**

40",11062.966346740723
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",3,GeminiProVision,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_3f1cf6c6-b526-4ffa-9c25-38c249cf4cc6.jpg,16.0,"27
",5640.558481216431
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",3,Gemini1_5Flash,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_3f1cf6c6-b526-4ffa-9c25-38c249cf4cc6.jpg,16.0,"30
",5364.899396896362
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",1,CustomLLaMA,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_93288ac4-1e8c-4f89-ba16-d060f2435886.jpg,42.0,"user
Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.
assistant

11.0",538.5255813598633
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",1,gpt4o,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_93288ac4-1e8c-4f89-ba16-d060f2435886.jpg,42.0,30,6375.370502471924
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",1,LLaMA,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_93288ac4-1e8c-4f89-ba16-d060f2435886.jpg,42.0,"user

Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.assistant

42",9746.09375
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",1,GeminiProVision,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_93288ac4-1e8c-4f89-ba16-d060f2435886.jpg,42.0,"27
",5639.935255050659
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",1,Gemini1_5Flash,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_93288ac4-1e8c-4f89-ba16-d060f2435886.jpg,42.0,"36
",5467.4577713012695
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",2,CustomLLaMA,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_93288ac4-1e8c-4f89-ba16-d060f2435886.jpg,42.0,"user
Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.
assistant

12.0",555.0370216369629
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",2,gpt4o,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_93288ac4-1e8c-4f89-ba16-d060f2435886.jpg,42.0,30,5658.29873085022
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",2,LLaMA,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_93288ac4-1e8c-4f89-ba16-d060f2435886.jpg,42.0,"user

Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.assistant

40",8796.315431594849
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",2,GeminiProVision,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_93288ac4-1e8c-4f89-ba16-d060f2435886.jpg,42.0,"28
",5648.300647735596
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",2,Gemini1_5Flash,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_93288ac4-1e8c-4f89-ba16-d060f2435886.jpg,42.0,"30
",5540.613412857056
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",3,CustomLLaMA,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_93288ac4-1e8c-4f89-ba16-d060f2435886.jpg,42.0,"user
Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.
assistant

8.0",539.0546321868896
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",3,gpt4o,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_93288ac4-1e8c-4f89-ba16-d060f2435886.jpg,42.0,30,5674.499034881592
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",3,LLaMA,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_93288ac4-1e8c-4f89-ba16-d060f2435886.jpg,42.0,"user

Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.assistant

**Step 1: Estimate the block's vertical position (range: 0-60, top to bottom).**

The block is at **43**.",11063.256978988647
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",3,GeminiProVision,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_93288ac4-1e8c-4f89-ba16-d060f2435886.jpg,42.0,"28
",5627.686500549316
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",3,Gemini1_5Flash,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_93288ac4-1e8c-4f89-ba16-d060f2435886.jpg,42.0,"30
",5620.89467048645
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",1,CustomLLaMA,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_98496413-d7c9-46e5-bb30-a87caf032c5e.jpg,56.0,"user
Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.
assistant

4.0",548.1772422790527
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",1,gpt4o,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_98496413-d7c9-46e5-bb30-a87caf032c5e.jpg,56.0,30,6947.897434234619
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",1,LLaMA,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_98496413-d7c9-46e5-bb30-a87caf032c5e.jpg,56.0,"user

Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.assistant

38",9074.243783950806
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",1,GeminiProVision,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_98496413-d7c9-46e5-bb30-a87caf032c5e.jpg,56.0,"22
",5646.406650543213
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",1,Gemini1_5Flash,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_98496413-d7c9-46e5-bb30-a87caf032c5e.jpg,56.0,"30
",5490.343332290649
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",2,CustomLLaMA,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_98496413-d7c9-46e5-bb30-a87caf032c5e.jpg,56.0,"user
Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.
assistant

9.0",557.2757720947266
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",2,gpt4o,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_98496413-d7c9-46e5-bb30-a87caf032c5e.jpg,56.0,20,6748.098611831665
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",2,LLaMA,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_98496413-d7c9-46e5-bb30-a87caf032c5e.jpg,56.0,"user

Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.assistant

40",8538.535356521606
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",2,GeminiProVision,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_98496413-d7c9-46e5-bb30-a87caf032c5e.jpg,56.0,"27
",5653.0797481536865
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",2,Gemini1_5Flash,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_98496413-d7c9-46e5-bb30-a87caf032c5e.jpg,56.0,"36
",5555.391311645508
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",3,CustomLLaMA,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_98496413-d7c9-46e5-bb30-a87caf032c5e.jpg,56.0,"user
Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.
assistant

8.0",529.1361808776855
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",3,gpt4o,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_98496413-d7c9-46e5-bb30-a87caf032c5e.jpg,56.0,10,5925.608396530151
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",3,LLaMA,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_98496413-d7c9-46e5-bb30-a87caf032c5e.jpg,56.0,"user

Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.assistant

40",8518.381118774414
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",3,GeminiProVision,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_98496413-d7c9-46e5-bb30-a87caf032c5e.jpg,56.0,"22
",5859.614610671997
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",3,Gemini1_5Flash,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_98496413-d7c9-46e5-bb30-a87caf032c5e.jpg,56.0,"35
",5388.209581375122
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",1,CustomLLaMA,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_fbda3cdc-bd6d-4749-a859-2c4d888e2365.jpg,40.0,"user
Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.
assistant

6.0",551.7098903656006
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",1,gpt4o,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_fbda3cdc-bd6d-4749-a859-2c4d888e2365.jpg,40.0,5,6128.706693649292
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",1,LLaMA,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_fbda3cdc-bd6d-4749-a859-2c4d888e2365.jpg,40.0,"user

Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.assistant

44",10760.144710540771
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",1,GeminiProVision,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_fbda3cdc-bd6d-4749-a859-2c4d888e2365.jpg,40.0,"28
",5645.581483840942
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",1,Gemini1_5Flash,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_fbda3cdc-bd6d-4749-a859-2c4d888e2365.jpg,40.0,"30
",5377.946376800537
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",2,CustomLLaMA,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_fbda3cdc-bd6d-4749-a859-2c4d888e2365.jpg,40.0,"user
Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.
assistant

4.0",525.5284309387207
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",2,gpt4o,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_fbda3cdc-bd6d-4749-a859-2c4d888e2365.jpg,40.0,20,6244.129657745361
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",2,LLaMA,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_fbda3cdc-bd6d-4749-a859-2c4d888e2365.jpg,40.0,"user

Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.assistant

**Estimation: 24**",11000.419855117798
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",2,GeminiProVision,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_fbda3cdc-bd6d-4749-a859-2c4d888e2365.jpg,40.0,"27
",5712.2955322265625
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",2,Gemini1_5Flash,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_fbda3cdc-bd6d-4749-a859-2c4d888e2365.jpg,40.0,"35
",5497.262477874756
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",3,CustomLLaMA,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_fbda3cdc-bd6d-4749-a859-2c4d888e2365.jpg,40.0,"user
Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.
assistant

4.0",532.5028896331787
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",3,gpt4o,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_fbda3cdc-bd6d-4749-a859-2c4d888e2365.jpg,40.0,35,6958.973407745361
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",3,LLaMA,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_fbda3cdc-bd6d-4749-a859-2c4d888e2365.jpg,40.0,"user

Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.assistant

40",10258.801460266113
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",3,GeminiProVision,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_fbda3cdc-bd6d-4749-a859-2c4d888e2365.jpg,40.0,"28
",5619.786739349365
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",3,Gemini1_5Flash,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_fbda3cdc-bd6d-4749-a859-2c4d888e2365.jpg,40.0,"30
",5360.495805740356
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",1,CustomLLaMA,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_c1e2889b-2d3d-402d-8bb7-8f2aed59172c.jpg,18.0,"user
Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.
assistant

9.0",522.4926471710205
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",1,gpt4o,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_c1e2889b-2d3d-402d-8bb7-8f2aed59172c.jpg,18.0,30,5987.0946407318115
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",1,LLaMA,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_c1e2889b-2d3d-402d-8bb7-8f2aed59172c.jpg,18.0,"user

Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.assistant

42",10453.879833221436
position_common_scale,"Estimate the block's vertical position (range: 0-60, top to bottom). Number only. No explanation.",1,GeminiProVision,/hpcstor6/scratch01/h/huuthanhvy.nguyen001/EXP1/finetuning-EXP1numberfive/images/position_common_scale_c1e2889b-2d3d-402d-8bb7-8f2aed59172c.jpg,18.0,"28
",5626.947641372681
